处警单编号	,报警原因	,处警结果	,事件编号	,用户编号	,单位负责人	,用户级别	,负责人手机	,口令	,用户名称	,用户地址	,事件类型	,事件描述	,报警时间	,报警位置	,接警时间	,接警员	,出警时间	,出警方式	,出警单位	,处警队负责人	,备注
2018051511195753657919027518	,511用户未布防	,相关信息预处理处警单511，预处理后点击出单	,201805150938200008000000B459	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:20	,	,2018-05-15 11:27:41	,lxsc4	,2609-03-13 04:18:21	,处警队	,	,	,	
2018051510471572321149298870	,411线路故障	,右键出单核警单，反馈后直接保存，查看人工录单按钮	,201805150938210008000000B443	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:21	,	,2018-05-15 10:54:59	,lxsc4	,2609-03-13 04:18:21	,联合处警	,	,	,	
2018051510430514647478177308	,411线路故障	,右键出单，反馈后，人工录单是否常亮，保存	,201805150938320008000000B425	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:32	,	,2018-05-15 10:50:48	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,鼎折覆餗	
2018051510373347075087069231	,411线路故障	,相关信息处警出单441/411预处理，点击人工录单	,201805150938340008000000B358	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:34	,22	,2018-05-15 10:45:17	,lxsc4	,2018-05-15 11:30:34	,处警队	,是	,	,处警队	
2018051510301739880344803591	,212公司出警误报	,相关信息预处理处警单331，再次预处411，保存为处警单212	,201805150938440008000000B319	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:44	,22	,2018-05-15 10:38:01	,lxsc4	,2018-05-15 10:42:44	,派出所	,大	,萨达	,处警队，联合处警，派出所	
2018051510260927005091787135	,331误报安装原因	,相关信息保存处警单411，再次保存331	,201805150938460008000000B370	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:46	,22	,2018-05-15 10:33:53	,lxsc4	,2018-05-15 10:34:14	,处警队	,处警队	,	,联合处警，处警队	
2018051510105784778605208804	,441未知原因故障	,右键处警单出单331，再右键再次预处理处警单派出所511，再次保存保存安对，再次保存441	,201805150939190008000000B251	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,故障事件	,人工故障	,2018-05-15 09:39:19	,22	,2018-05-15 10:18:41	,lxsc4	,2609-03-13 04:18:21	,保安队	,联合处警	,位	,11	
2018051510020997890162415916	,441未知原因故障	,右键预处理处警单，再次预处理处警单411，保存处警单	,201805150938470008000000B331	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:47	,22	,2018-05-15 10:09:53	,lxsc4	,2018-05-15 10:13:33	,处警队	,出警单我	,预处理1	,备注	
2018051509565256382264562199	,216公司及指挥中心误报	,421右键直接保存为处警单	,201805150938480008000000B398	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:48	,22	,2018-05-15 10:04:36	,lxsc4	,2018-05-15 10:04:58	,派出所	,出警单位	,	,收到就好，已处理界面再次保存216	
2018051417390622183501629118	,214指挥中心真警	,历史事件用数据 苏	,2018051417420900080000000381	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,苏长安区机主A，用户地址	,警报	,人工报警	,2018-05-14 17:42:09	,防区位置	,2018-05-14 17:46:55	,shlsj2	,2018-05-14 17:47:48	,联合处警	,联合处警	,处警人	,历史事件用数据 苏	
2018051416140990584668231731	,111用户试机	,	,2018051416183300080000008C74	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-14 16:18:33	,	,2018-05-14 16:19:36	,thlsj1	,	,保安队	,	,	,	
2018051415455033166403998508	,331误报安装原因	,批量处理勾选信息331处警	,2018051415524700080000008186	,800000087	,李希	,其他	,1561265261	,3543	,x桂南区1	,3543543	,警报	,人工报警	,2018-05-14 15:52:47	,22	,2018-05-14 15:53:15	,lxsc4	,	,保安队	,	,	,	
2018051415410286727347030416	,511用户未布防	,511.批量处理勾选信息	,2018051415443600080000008175	,800000087	,李希	,其他	,1561265261	,3543	,x桂南区1	,3543543	,故障事件	,人工故障	,2018-05-14 15:44:36	,22	,2018-05-14 15:47:44	,lxsc4	,2018-05-14 15:48:16	,保安队	,萨达	,	,	
2018051414093368906792181752	,211公司出警真警	,用户级别 口令 联网电话 验证	,2018051414164300080000000686	,80000000D	,苏测试	,租赁	,15078330921	,123456	,苏_鹿泉区_机主C	,南方大厦	,故障事件	,人工故障	,2018-05-14 14:16:43	,位置	,2018-05-14 14:17:22	,shlsj2	,	,保安队	,	,	,用户级别 口令 联网电话 验证	
2018051414014319073942803488	,111用户试机	,TT0514处警单	,2018051414064600080000009688	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-14 14:06:46	,	,2018-05-14 14:07:10	,thlsj1	,	,保安队	,	,	,	
2018051411152455223999861968	,441未知原因故障	,	,2018051411230000080000009E87	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-14 11:23:00	,	,2018-05-14 11:23:08	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018051410090963247511460998	,441未知原因故障	,	,2018051410163500080000009E99	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-14 10:16:35	,	,2018-05-14 10:16:44	,lxsc4	,	,保安队	,	,	,	
2018051410053031518146400174	,211公司出警真警	,事件类型及描述2	,201805141012254	,80000000D	,	,买断	,	,	,苏_鹿泉区_机主C	,南方大厦	,劫盗	,1号防区劫盗报警	,2018-05-14 10:12:32	,位置	,2018-05-14 10:13:20	,shlsj2	,	,保安队	,	,	,	
2018051410043861774887543008	,441未知原因故障	,批量处理本栏信息66-3	,2018051409340900080000008B23	,80000007F	,54543	,其他	,45435	,22	,x测试	,4354	,警报	,人工报警	,2018-05-14 09:34:09	,2	,2018-05-14 10:11:48	,lxsc4	,	,保安队	,	,	,	
2018051410032859498227002379	,212公司出警误报	,事件类型及事件描述	,201805141008254	,80000000D	,	,买断	,	,	,苏_鹿泉区_机主C	,南方大厦	,劫盗	,1号防区挟持报警	,2018-05-14 10:08:32	,位置	,2018-05-14 10:11:18	,shlsj2	,	,处警队	,处警队	,苏 处警单	,苏 处警单	
2018051409514179042094072800	,111用户试机	,点选一个2018-05-14 09:34:10，勾选下一个批量处警，查看结果是几个	,2018051409341000080000008B19	,80000007F	,54543	,其他	,45435	,22	,x测试	,4354	,警报	,人工报警	,2018-05-14 09:34:10	,2	,2018-05-14 09:54:39	,lxsc4	,2018-05-14 09:57:08	,联合处警	,	,	,	
2018051408534037027275935426	,111用户试机	,	,2018051408561500080000009C92	,800000089	,	,租赁	,	,	,800000089	,	,警报	,人工报警	,2018-05-14 08:56:15	,	,2018-05-14 09:01:24	,lxsc	,2609-03-13 04:18:21	,保安队	,	,	,	
2018051408513297850526347947	,111用户试机	,冒烟直接保存处警单	,2018051408562000080000009C31	,800000089	,	,租赁	,	,	,800000089	,	,警报	,人工报警	,2018-05-14 08:56:20	,	,2018-05-14 08:59:16	,lxsc	,	,保安队	,	,	,	
2018062118083917989008530367	,211公司出警真警	,删除 接警时间，新建处警单或核警单	,2018062118161200080000011117	,8000000CF	,邓清逸	,其他	,13307731001	,20180619	,D_龙岗区机主_0619_01全	,深圳市龙岗区101大道11号，地址长点，看看显示。一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九	,警报	,人工报警	,2018-06-21 18:16:12	,D_龙岗区主机_0619_01 防区位置1	,	,shlsj6	,2018-06-21 18:17:01	,保安队	,删除 接警时间，新建处警单或核警单	,删除 接警时间，新建处警单或核警单	,删除 接警时间，新建处警单或核警单	
2018062118053994344945010959	,211公司出警真警	,删除接警时间出单	,2018062118134200080000011136	,8000000CF	,邓清逸	,其他	,13307731001	,20180619	,D_龙岗区机主_0619_01全	,深圳市龙岗区101大道11号，地址长点，看看显示。一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九	,警报	,人工报警	,2018-06-21 18:13:42	,D_龙岗区主机_0619_01 防区位置1	,	,shlsj6	,	,保安队	,删除接警时间出单	,删除接警时间出单	,删除接警时间出单	
2018062117502924954483639949	,111用户试机	,处警单，删除接警时间	,2018062111501300080000010C73	,8000000C2	,解语花	,买断	,13600000005	,123456	,S-新华区-619edit	,S20180619测试新增用户	,故障事件	,人工故障	,2018-06-21 11:50:13	,三楼大厅	,	,shlsj6	,	,保安队	,	,	,	
2018062117562180996903596346	,211公司出警真警	,33	,2018062118005200080000011137	,8000000CF	,邓清逸	,其他	,13307731001	,20180619	,D_龙岗区机主_0619_01全	,深圳市龙岗区101大道11号，地址长点，看看显示。一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九	,警报	,人工报警	,2018-06-21 18:00:52	,D_龙岗区主机_0619_01 防区位置1	,	,shlsj6	,	,保安队	,33	,33	,33	
2018062117525715821842567823	,211公司出警真警	,删除了接警时间	,2018062118004400080000011111	,8000000CF	,邓清逸	,其他	,13307731001	,20180619	,D_龙岗区机主_0619_01全	,深圳市龙岗区101大道11号，地址长点，看看显示。一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九	,警报	,人工报警	,2018-06-21 18:00:44	,D_龙岗区主机_0619_01 防区位置1	,	,shlsj6	,2018-06-21 18:01:46	,保安队	,出警单位	,处警人	,备注	
